Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Avg age,Injury,Fatal,Investigator or Source,href formula
1935.03.30,1935,Unprovoked,AUSTRALIA,Queensland,Barrier Reef off Mackay,Diving from dinghy for trochus shell,M,,28.0,Buttocks injured by fin or a bump ,N,"G.P. Whitley citing the Sydney Morning Herald, 4/1/1935;  1951), G.P. Whitley (1951), page 192, Fide G.D. Wall, Mackay, 1946; J. Green, p.33; V.M. Coppleson (1958), pp.101 & 243",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.30-Samuel.pdf
1935.03.20,1935,Unprovoked,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,"Pearl diving, but standing in the water",M,,28.0,Left thigh abraded & 3 fingers lacerated,N,"Sydney Morning Herald, 3/20/1935; V.M. Coppleson (1958), pp.102 & 243",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.20-Kosam.pdf
1935.03.13,1935,Provoked,AUSTRALIA,Queensland,Pimpana River,Hauling in net with shark in it,M,38.0,28.0,Calf & shin bitten  PROVOKED INCIDENT,N,G.P. Whitley,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.13-Beitz.pdf
1935.03.11,1935,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,,28.0,Abrasions to shins,N,"Sydney Morning Herald, 3/11/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.11-McMichael.pdf
1935.03.09,1935,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,27.0,28.0,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,"V.M. Coppleson (1958), pp.65, 233 & 234; A. Sharpe, pp. 64-65,   G.P. Whitley, p.14; J. West, ASAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.09-MacDonald.pdf
1935.03.02,1935,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,Standing,M,22.0,28.0,"FATAL, thigh bitten ",Y,"Amarillo Globe, 6/21/1935, p.3; V.M. Coppleson (1958), pp.66-67 & 233;  John West",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.02-McFarlane.pdf
1935.02.14,1935,Unprovoked,AUSTRALIA,New South Wales,Austinmer,Surfing (pneumatic surfboard),M,20.0,28.0,"Thigh lacerated, abrasions",N,"V.M. Coppleson (1958), pp.45 & 233",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.02.14-Lorenz.pdf
1935.01.24,1935,Unprovoked,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,M,,28.0,"No injury, sleeve ripped",N,"G.P. Whitley, p.263",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.24.b-Johnson.pdf
1935.01.24,1935,Boat,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing for sharks,,,28.0,No injury to occupants,N,"G.P. Whitley, p.263",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.24.a-Flat-bottomed-boat.pdf
1935.01.17,1935,Invalid,AUSTRALIA,Queensland,"Seaforth River, near MacKay",,M,,28.0,No injury; onlookers saw shark heading for him and lifted him ashore,N,"G.P. Whitley, p.263",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.17-Seaforth.pdf
1934.12.31,1934,Unprovoked,AUSTRALIA,New South Wales,George�s River at Kentucky,Splashing,F,13.0,28.0,Hands severed,N,"V.M. Coppleson (1958), pp.67 & 233; A. Sharpe, pp.90-91",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.31.b-Morrin.pdf
1934.12.31,1934,Unprovoked,AUSTRALIA,New South Wales,"St. George�s River at Moorebank, near Milperra Bridge",Swimming (lead swimmer in race),M,19.0,28.0,"FATAL, left leg bitten ",Y,"V.M. Coppleson (1958), pp.67 & 233;  A. Sharpe, pp.89-90]",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.31.a-Soden.pdf
1934.12.23,1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,Taken as he dived into the water,M,14.0,28.0,FATAL,Y,"V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.23.a-b-Inman.pdf
1934.12.23,1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Swimming & splashing,M,12.0,28.0,Leg injured,N,"J. Green, pp.10 & 33 corrects earlier accounts that gave the location as Queensland; V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.23.a-b-Inman.pdf
1934.10.09,1934,Unprovoked,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,F,38.0,28.0,FATAL,Y,"The Age, 10/27/1934;; V.M. Coppleson (1958), p.240",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.09-Coburg.pdf
1934.10.02,1934,Unprovoked,AUSTRALIA,Torres Strait,Warrior Reefs,Freediving for trochus shell (submerged),M,,28.0,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",Y," V.M. Coppleson (1958), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.02-Younger.pdf
1934.08.26,1934,Unprovoked,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,Dived into sea from launch & bitten immediately,M,,28.0,"FATAL, body was not recovered",Y,"G.P. Whitley citing Sydney Morning Herald 8/27/1934; Sunday Mail (Brisbane) 11/18/1934; G.P. Whitley, p.262; J. Green, p.33;V.M. Coppleson (1958), p.238",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.26-Steeke.pdf
1934.07.11,1934,Boat,AUSTRALIA,New South Wales,Cronulla,Fishing,M,,28.0,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ",N,"G.P. Whitley, ref: Daily Telegraph, 7/11/1934 & Sydney Morning Herald  7/12/1934",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.07.11-Newton-boat-Australia.pdf
1934.06.21,1934,Provoked,AUSTRALIA,New South Wales,Off Mooloolabah,Fishing,M,,28.0,Hand bitten while landing shark PROVOKED INCIDENT,N,"Sydney Morning Herald, 6/23 & 6/25/1934  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.06.21-Durnbridge.pdf
1934.04.15,1934,Unprovoked,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Body surfing,M,34.0,28.0,Leg lacerated & punctured,N,"V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.15-Ilett.pdf
1934.04.01,1934,Unprovoked,AUSTRALIA,New South Wales,North Steyne,Swimming in waist-deep water ,M,15.0,28.0,"FATAL, right leg lacerated",Y,"V.M. Coppleson (1958), p. 233  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.01.a-Hermes.pdf
1934.03.12,1934,Unprovoked,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff",Swimming in hip-deep water,M,17.0,28.0,"FATAL, leg & buttocks removed ",Y,"V.M. Coppleson (1958), pp.66 & 232; A. Sharpe, p.67",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.03.12-Riley.pdf
1934.03.00,1934,Provoked,AUSTRALIA,New South Wales,Cronulla,Fishing ,,,28.0,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",N,"V.M. Coppleson (1958), p.182; G.P. Whitley ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.03.00-Cronulla-boat.pdf
1934.02.24,1934,Unprovoked,AUSTRALIA,Torres Strait,Adolphus Channel,Splashing in water ,M,,28.0,"Lacerated knee & foot, deep puncture wounds",N,"V.M. Coppleson (1958), p.243",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.02.24-Rixon.pdf
1934.01.27,1934,Unprovoked,AUSTRALIA,New South Wales,"Lambeth Street Wharf, George�s River, East Hills (20 miles from river mouth)",Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15.0,28.0,"Bumped, chest bitten & badly injured",N,"V.M. Coppleson (1958), pp.67 & 232; A. Sharpe, p.89; J. Borg, p.89",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.01.27-McCutcheon.pdf
1934.01.07,1934,Unprovoked,AUSTRALIA,New South Wales,Queenscliff,Swimming on sandbar adjacent to channel,M,22.0,28.0,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,"V.M. Coppleson (1958), pp.65-66 & 232; A. Sharpe, pp.66-67 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.01.07-Grant.pdf
1933.11.20,1933,Unprovoked,AUSTRALIA,Torres Strait,Near Boydong Cay,Free diving for trochus ,M,,28.0,"FATAL, right buttock & thigh bitten ",Y,"Cairns Post, 11/29/1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.11.20-Bill.pdf
1933.11.18,1933,Unprovoked,AUSTRALIA,Queensland,Near Barrow Point,Pearl diving,M,17.0,28.0,"Hand badly injured, right arm surgically amputated above wrist",N,"V.M. Coppleson (1958), p.243",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.11.18-AlfredAniba.pdf
1933.10.25,1933,Unprovoked,AUSTRALIA,Queensland,Off Bloomfield River,Diving,M,,28.0,Hand severed,N,"Courier-Mail, 10/25/1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.10.25.R-BloomfieldRiver.pdf
1933.07.03,1933,Unprovoked,AUSTRALIA,Western Australia,Broome,Pearl diving,M,,28.0,"No injury, shark tore diving suit",N,"Canberra Times, 7/6/1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.07.03-Pearl-diver-Broome.pdf
1933.06.13,1933,Invalid,AUSTRALIA,Northern Territory,Darwin,Fishing,M,,28.0,"No injury, ""shark chased him ashore""",N,"V.M. Coppleson (1962), p.245",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.06.13-Chinese-fisherman.pdf
1933.05.23,1933,Provoked,AUSTRALIA,Queensland,Off Stradbroke Island,Fishing,M,,28.0,Laceration to lower leg by netted shark PROVOKED INCIDENT,N,"Brisbane Courier, 5/24/1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.05.23-Port.pdf
1933.06.08,1933,Unprovoked,AUSTRALIA,Queensland,Currumbin,Treading water,M,,28.0,Lacerations to legs from fins of shark,N,"Townsville Daily Bulletin, 6/9/1933 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.06.08-Mitchell.pdf
1933.02.26,1933,Unprovoked,AUSTRALIA,New South Wales,Sydney,Standing on his hands,M,,28.0,Abrasions to legs,N,"Townsville Daily Bulletin, 2/27/1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.26-McCann.pdf
1933.02.15,1933,Unprovoked,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,28.0,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",N,"La Crosse Tribune And Leader-Press, 5/15/1933; V.M. Coppleson.Q12. (1933); V.M. Coppleson, p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.15.R-Tumia.pdf
1933.02.14,1933,Boat,AUSTRALIA,South Australia,Adelaide,,,,28.0,No injury to occupants. Shark leapt into boat during sailing races,N,"G.P. Whitley citing Sydney Morning Herald, 2/16/1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.14-Shark-leaps-in-boat.pdf
1933.02.12,1933,Provoked,AUSTRALIA,South Australia,"Port River, Adelaide",Fishing,M,,28.0,Forearm injured by hooked shark PROVOKED INCIDENT,N,"The Advertiser, 2/13/1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.02.12-Jukes.pdf
1933.01.04,1933,Unprovoked,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,M,38.0,28.0,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,"V. M. Coppleson.Q11. (1933); V.M. Coppleson (1958), pp.90 & 238",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.01.04-Locksley.pdf
1932.12.11,1932,Unprovoked,AUSTRALIA,Northern Territory,Arnhem Land,,M,,28.0,Leg bitten,N,"Sunday Times (Perth), 12/11/1932 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.12.11-ArnhemLand.pdf
1932.10.31,1932,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Swimming,M,24.0,28.0,"Torso bitten with pneumothorax, slight lacerations on left hand",N,"V.M. Coppleson.N19. (1933); V.M. Coppleson (1958), pp.80 & 232",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.10.31-Ogilvie.pdf
1932.08.30,1932,Provoked,AUSTRALIA,New South Wales,Bondi,,M,,28.0,Hand bitten by landed shark PROVOKED INCIDENT,N,G.P. Whitley,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.30.b-male-Bondi.pdf
1932.08.30,1932,Provoked,AUSTRALIA,New South Wales,Newcastle,,M,,28.0,Bitten by landed shark PROVOKED INCIDENT,N,"G.P. Whitley; J. Green, p.32",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.30.a-Bennett.pdf
1932.08.09,1932,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,M,,28.0,Bitten on buttock & leg,N,"J. Green, p.32; V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.08.09-JackGiblett.pdf
1932.05.12,1932,Unprovoked,AUSTRALIA,Torres Strait,Near Warrior Reefs,Pearl diving,M,,28.0,FATAL,Y,"V.M. Coppleson (1958), p242",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.05.12-HenrySolomon.pdf
1932.05.00,1932,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,M,,28.0,Severe injury to forearm near elbow,N,"J. Green, p.32; V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.05.00-Nishi.pdf
1932.02.13,1932,Unprovoked,AUSTRALIA,Queensland,Calliope River,Fishing with dynamite,M,,28.0,Foot bitten,N,"Morning Bulletin, 6/5/1932",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.02.13-Beck.pdf
1932.01.27,1932,Unprovoked,AUSTRALIA,Queensland,Ipswich,Swimming,M,,28.0,Thigh bitten,N,"Brisbane Courier, 1/28/1932",http://sharkattackfile.net/spreadsheets/pdf_directory/1932.01.27-Adams.pdf
1932.01.11,1932,Boat,AUSTRALIA,Victoria,Frankston,Fishing,,,28.0,No details,UNKNOWN,G.P. Whitley citing Herald (Melbourne) 1/12/1932 ,http://sharkattackfile.net/spreadsheets/pdf_directory/1932.01.11-boatFrankston.pdf
1931.11.26,1931,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving for trochus from lugger,M,45.0,28.0,Left foot acerated,N,"The Argus, 11/28/1931; /V.M. Coppleson.Q10. (1933) ",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.11.26-Mainlander.pdf
1931.08.01,1931,Unprovoked,AUSTRALIA,Queensland,Port Douglas,Fell overboard?,M,,28.0,FATAL,Y,"Townsville Daily Bulletin, 8/4/1931",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.08.01-Roberts.pdf
1931.05.02,1931,Boat,AUSTRALIA,New South Wales,Kempsey,,,,28.0,No injury to occupants; oar & rudder bitten,N,"Sydney Morning Herald, 6/5/1931; Whitley, p.262",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.05.02-pilot-boat.pdf
1931.03.22,1931,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing with a cast net,M,19.0,28.0,"FATAL, left thigh severely bitten ",Y,"V. M. Coppleson.Q9. (1933); V.M. Coppleson (1958), pp.90 & 238",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.03.22-Tomida.pdf
1931.03.06,1931,Provoked,AUSTRALIA,South Australia,Encounter Bay,"Fishing, hauling in net, shark in net",M,,28.0,"Finger lacerated, PROVOKED INCIDENT",N,"Whitley, p.262;  V.M. Coppleson (1933)",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.03.06-Ewen.pdf
1931.02.10,1931,Invalid,AUSTRALIA,New South Wales,Maroubra Beach,Swimming ,M,39.0,28.0,Death may have been due to drowning,Y,"Examiner, 2/11/1931",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.02.10-Rosenthal.pdf
1931.01.24,1931,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,,M,,28.0,Recovered,N,"G.P. Whitley, p.262",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.01.24-ThursdayIsland.pdf
1931.01.14,1931,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,M,,28.0,"Thigh, kneecap & lower leg badly lacerated",N,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.01.14-Albertus.pdf
1931.01.07,1931,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Swimming,M,18.0,28.0,Severe bump & few superficial wounds ,N,"Canberra Times, 1/9/1931; V.M. Coppleson.Q8. (1933); V.M. Coppleson (1958), pp.91 & 237",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.01.07-Roser.pdf
1930.12.25,1930,Unprovoked,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,M,49.0,28.0,"Bumped by shark, legs abraded",N,"V.M. Coppleson (1933); V.M. Coppleson (1958), pp.44 & 232; A. Sharpe, p.17",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.25-Knight.pdf
1930.12.13,1930,Unprovoked,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell overboard,M,,28.0,FATAL,Y,"Northern Standard (Dawin), 12/18/1930",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.13-Kenny.pdf
1930.12.02,1930,Boat,AUSTRALIA,Victoria,Rosebud,Fishing,,,28.0,No injury to occupants; shark seized gunwale & tried to overturn boat,N,"G.P. Whitley, p.262",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.02-dinghy.pdf
1930.12.00,1930,Unprovoked,AUSTRALIA,New South Wales,Parramata River,,M,,28.0,FATAL,Y,"H.D.Baldridge (1994), SAF Case #506",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.12.00-ParamattaRiver.pdf
1930.11.30,1930,Unprovoked,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Thrown into water from fishing dinghy,M,,28.0,Laceration to leg,N,"Sydney Morning Herald, 12/1/1930 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.11.30-Smith.pdf
1930.08.31,1930,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Fishing,M,17.0,28.0,Minor injury,N,"Geraldton Guardian, 9/2/1930 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.08.31-Burton.pdf
1930.06.04,1930,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,,M,,28.0,FATAL,Y,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.06.04-Ibigan.pdf
1930.02.20,1930,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,M,19.0,28.0,Arm & chest injured,N,"V.M. Coppleson (1958), p.242 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.20-Jerry.pdf
1930.02.15,1930,Unprovoked,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",Diving off pier & treading water,M,18.0,28.0,FATAL,Y,"V.M. Coppleson.V2.(1933); V.M. Coppleson (1958), pp.110 & 241; A. MacCormick, p.175; J. West, ASAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.15-Clarke.pdf
1930.02.03,1930,Provoked,AUSTRALIA,Western Australia,Onslow,Removing shark from a trap,M,,28.0,Laceration to thigh from trapped shark PROVOKED INCIDENT,N,"Geraldton Guardian and Express, 2/3/1930",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.03.R-Donovan.pdf
1929.12.26,1929,Unprovoked,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor",Diving by wharf,M,16.0,28.0,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,"V.M. Coppleson.N3.(1933); V.M. Coppleson (1958), p.232; G.A. Llano, pp. 170-171",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.26-Oakley.pdf
1929.12.21,1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,,28.0,Recovered at Thursday Island Hospital,N,L. Schultz & M. Malin ref. SAF Case #510,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.21-ThursdayIsland.pdf
1929.12.16,1929,Unprovoked,AUSTRALIA,New South Wales,Collaroy,Bathing or body surfing ,F,17.0,28.0,Superficial lacerations on right leg,N,"V.M. Coppleson.N10. (1933); V.M. Coppleson (1958), pp.112 & 232.  Note: In 1933 Coppleson gives the date of 16-Jan-1929 but revised it to 16-Dec-1929 in later works",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.16-Thom.pdf
1929.12.13,1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,M,,28.0,Injuries to chest & arm,N,"J. Green, p.32; V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.13-Nago.pdf
1929.12.03,1929,Unprovoked,AUSTRALIA,Queensland,Townsville,,M,50.0,28.0,FATAL,Y,"Brisbane Courier, 12/3/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.03.R-Unidentified.pdf
1929.10.20,1929,Unprovoked,AUSTRALIA,Torres Strait,Near Badu Island,Pearl diving,M,,28.0,Heel injured,N,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.10.20-Lifu.pdf
1929.09.01,1929,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fell from wharf into water & attacked immediately,M,42.0,28.0,"FATAL, severe injuries to both legs ",Y,"V.M. Coppleson.Q7. (1933); V.M. Coppleson (1958), pp.90 & 237; A. Sharpe, p.96",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.09.01-Hobbs.pdf
1929.05.31,1929,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,M,,28.0,"Injuries to both legs, buttocks, back, lower abdomen & chest",N,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.05.31-Moira.pdf
1929.04.26,1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trepang,M,,28.0,Thigh bitten,N,"Northern Standard (Dawin), 4/26/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.26.R-AliAhMat.pdf
1929.04.17,1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trochus,M,,28.0,Lacerations to right wrist,N,"Brisbane Courier, 4/19/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.17.R-Taked.pdf
1929.04.11,1929,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Standing in knee-deep water,M,19.0,28.0,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,"Brisbane Courier, 4/12/1929; Coppleson (1933)",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.11-Manners.pdf
1929.04.09,1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,,M,,28.0,FATAL,Y,"G.P. Whitley, citng R.S.M.A.C.",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.09-BaduIsland.pdf
1929.04.04,1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Swimming between boats,M,,28.0,FATAL,Y,"V.M. Coppleson (1958), p.242 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.04-Luffman.pdf
1929.03.12,1929,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,Bathing,M,,28.0,FATAL,Y,"G.P. Whitley; J. Green, p.32; V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.12-schoolboy.pdf
1929.03.04,1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,M,,28.0,Foot bitten,N,"Barrier Miner, 3/5/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf
1929.03.04,1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,M,12.0,28.0,Legs bitten,N,"Barrier Miner, 3/5/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf
1929.02.18,1929,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Body surfing,M,20.0,28.0,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,"V.M. Coppleson.N12. (1933); V.M. Coppleson (1958), pp.64 & 231; A. Sharpe, pp.63-64",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.18-Butcher.pdf
1929.02.09,1929,Boat,AUSTRALIA,Western Australia,Glenelg,Canoeing,,,28.0,"No injury, shark pushed canoe from jetty to a point 100 m away",N,"The Mail, 2/9/1929; G.P. Whitley;  SAF Case #505",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.09-canoe.pdf
1929.02.08,1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Swimming,M,39.0,28.0,"FATAL, right thigh bitten, femoral artery severed",Y,"V. M. Coppleson.N11. (1933); J. Green, p.32; A. Sharpe, p.62",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.08-Gibson.pdf
1929.01.27,1929,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,M,,28.0,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,"V.M. Coppleson.Q.6. (1933); V.M. Coppleson (1958), pp. 90 & 237; G.A. Llano, pp.169-170",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.27-Weatherall.pdf
1929.01.12,1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Body surfing,M,14.0,28.0,"FATAL, right thigh & hip bitten",Y,"V.M. Coppleson.N9. (1933); V.M. Coppleson (1958), pp.64 & 231 ; A. Sharpe, p.59-62",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.12-Stewart.pdf
1929.00.00.,1929,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,,28.0,"Later found to be fixtion, never happened",N,"J. Lowell, Cradle of the Deep",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.e.R-Johanssen.pdf
1929.00.00,1929,Provoked,AUSTRALIA,South Australia,Ardrossan,"Wading, netting fish",M,,28.0,Bitten below the knee,N,"Barrier Miner, 3/5/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.d-Bowman.pdf
1929.00.00,1929,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",,M,,28.0,Hand lacerated,N,"G.P. Whitley, p.261",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.b-Luckie.pdf
1928.12.21,1928,Unprovoked,AUSTRALIA,,,Pearl diving,M,,28.0,Injuries to arm ,N,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.12.21-Rueben.pdf
1928.07.11,1928,Unprovoked,AUSTRALIA,,,Pearl diving,M,,28.0,Injuries to chest,N,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.07.11-Poid.pdf
