Year,Country,Sex,Activity,Type,Fatal
2012,USA,M,Kite Surfing,Unprovoked,N
2012,Saudi Arabia,M,Attempting to Kite surf from Egypt to Saudi Arabia,Invalid,N
2012,Chile,M,Fishing (illegally),Provoked,N
2012,USA,M,Kite Surfing,Provoked,N
2012,Australia,M,Fishing,Unprovoked,N
2012,South Africa,Unkown,Fishing,Boat,N
2012,Australia,M,Surfing,Unprovoked,N
2012,Bahamas,M,"Diving, photographing sharks",Unprovoked,N
2012,USA,Unkown,Snorkeling,Unprovoked,N
2012,Australia,M,Snorkeling,Unprovoked,N
2012,Taiwan,M,Fishing,Provoked,N
2012,Australia,M,Surfing,Unprovoked,N
2012,South Africa,M,Swimming,Unprovoked,Y
2012,USA,M,Surfing,Unprovoked,N
2012,Australia,M,Surfing,Unprovoked,N
2012,Australia,M,Spearfishing,Unprovoked,N
2011,USA,M,,Unprovoked,N
2011,Antigua,M,Swimming,Invalid,N
2011,Ecuador,M,Surfing,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,USA,M,Canoeing,Provoked,N
2011,South Africa,M,Kayak Fishing,Unprovoked,N
2011,Australia,M,Surfing,Unprovoked,N
2011,South Africa,M,Surf skiing ,Invalid,N
2011,Australia,M,Surfing,Unprovoked,N
2011,USA,F,Surfing,Unprovoked,N
2011,Australia,Unkown,Spearfishing,Invalid,Y
2011,Australia,M,Surfing,Unprovoked,N
2011,Indonesia,M,Surfing,Unprovoked,N
2011,Australia,M,Swimming,Unprovoked,N
2011,USA,M,Kayaking,Unprovoked,N
2011,Papua New Guinea,M,Scuba diving,Unprovoked,N
2011,Brazil,M,Surfing,Unprovoked,N
2011,Reunion,M,Free diving / spearfishing,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,Scotland,M,Surfing,Unprovoked,N
2011,South Africa,Unkown,Diving,Provoked,N
2011,Australia,M,Diving,Unprovoked,Y
2011,USA,M,Surfing,Unprovoked,N
2011,Australia,M,Diving,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,Australia,M,Swimming,Unprovoked,Y
2011,Reunion,M,Canoeing,Boat,N
2011,USA,M,Wade fishing,Unprovoked,N
2011,USA,M,,Unprovoked,N
2011,USA,M,Surfing,Invalid,N
2011,Dominican Republic,M,Fishing,Provoked,N
2011,South Africa,M,Swimming,Unprovoked,N
2011,USA,M,Spearfishing,Unprovoked,N
2011,USA,M,Jumping in the waves,Unprovoked,N
2011,USA,M,Canoeing,Boat,N
2011,Reunion,M,Body boarding,Unprovoked,Y
2011,Kenya,M,Swimming,Unprovoked,Y
2011,USA,M,Surfing,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,Papua New Guinea,M,Kite Surfing,Unprovoked,N
2011,USA,Unkown,Surfing,Unprovoked,N
2011,Australia,M,Body boarding,Unprovoked,Y
2011,USA,M,Surfing,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,Australia,M,Swimming,Invalid,Y
2011,USA,F,Wade Fishing,Unprovoked,N
2011,Russia,M,"Standing, collecting sea stars",Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,USA,M,,Unprovoked,N
2011,South Africa,M,Surfing,Unprovoked,Y
2011,Russia,M,Swimming,Unprovoked,N
2011,USA,F,Wading,Unprovoked,N
2011,USA,M,,Invalid,N
2011,Russia,M,Swimming,Unprovoked,N
2011,French Polynesia,M,Surfing,Unprovoked,N
2011,USA,M,Floating ,Unprovoked,N
2011,Seychelles,M,Swimming or Snorkeling,Unprovoked,Y
2011,USA,M,Playing in the surf,Invalid,N
2011,USA,M,Swimming,Unprovoked,N
2011,Seychelles,M,Diving,Unprovoked,Y
2011,Brazil,M,Swimming,Invalid,Y
2011,Philippines,M,Sea disaster,Sea Disaster,N
2011,USA,M,Wade Fishing,Unprovoked,N
2011,South Africa,M,Surfing,Unprovoked,N
2011,USA,F,Boogie Boarding,Unprovoked,N
2011,Reunion,M,Kayaking or Wave skiing,Unprovoked,N
2011,USA,M,Surf fishing,Unprovoked,N
2011,Bahamas,M,Scuba diving,Unprovoked,N
2011,USA,M,Swimming,Unprovoked,N
2011,USA,M,Wade Fishing,Unprovoked,N
2011,Reunion,M,Surfing,Unprovoked,N
2011,Columbia,M,Kayaking,Unprovoked,N
2011,Turks & Caicos,M,Snorkeling,Unprovoked,N
2011,Brazil,M,Surfing,Unprovoked,N
2011,South Africa,M,Scuba diving,Unprovoked,N
2011,USA,F,Playing in the surf,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,USA,M,Jet skiing,Unprovoked,N
2011,Turks & Caicos,M,Spearfishing,Unprovoked,N
2011,Costa Rica,M,Surfing,Unprovoked,Y
2011,Reunion,M,Boogie Boarding,Unprovoked,Y
2011,United Kingdom,Unkown,Fishing,Boat,N
2011,USA,M,Scuba diving,Unprovoked,N
2011,Columbia,M,Spearfishing,Unprovoked,N
2011,USA,M,Spearfishing,Unprovoked,N
2011,USA,M,Wading,Unprovoked,N
2011,Malaysia,F,Snorkeling,Unprovoked,N
2011,USA,F,Standing or boogie boardin,Unprovoked,N
2011,South Africa,M,Surfing,Unprovoked,N
2011,USA,F,Surfing,Unprovoked,N
2011,USA,F,Paddle boarding,Unprovoked,N
2011,New Caledonia,M,Kite Boarding,Unprovoked,Y
2011,South Africa,M,Spearfishing,Unprovoked,Y
2011,USA,M,Body surfing,Unprovoked,N
2011,USA,M,Surfing,Unprovoked,N
2011,USA,M,Fishing ,Provoked,N
2011,United Arab Emirates (Uae),M,Fishing ,Invalid,N
2011,South Africa,M,Spearfishing,Unprovoked,N
2011,USA,M,Spearfishing,Unprovoked,N
2011,Australia,M,Washing sand off a speared fish,Unprovoked,N
2011,USA,M,Surfing ,Unprovoked,N
2011,New Zealand,M,Surfing,Unprovoked,N
2011,Indonesia,M,Surfing,Unprovoked,N
2011,Fiji,M,Diving,Unprovoked,N
2011,USA,M,"Standing, holding shark pup",Provoked,N
2011,Mexico,F,Swimming,Unprovoked,N
2011,Australia,M,Surfing,Unprovoked,N
2011,Mexico,M,Swimming,Unprovoked,N
2011,Fiji,M,Diving / fishing,Unprovoked,N
2011,Australia,F,Wakeboarding,Unprovoked,N
2011,Egypt,F,,Invalid,Y
2011,Australia,M,Surfing,Unprovoked,N
2011,Australia,M,Fishing,Provoked,N
2011,New Caledonia,M,Spearfishing,Unprovoked,N
2011,Reunion,M,Surfing,Unprovoked,N
2011,Australia,M,Diving for abalone,Unprovoked,Y
2011,Australia,M,Fishing,Provoked,N
2011,Australia,M,Snorkeling,Unprovoked,N
2011,Mexico,M,Shark fishing on the Ricardo Astorga,Provoked,N
2011,South Africa,M,Surf fishing,Unprovoked,N
2011,Mexico,F,Swimming,Unprovoked,N
2011,Mexico,M,Shark fishing on the Don Agust�n-VI. ,Provoked,N
2011,Bahamas,M,Scuba diving,Unprovoked,N
2011,Australia,F,Swimming,Invalid,N
2011,South Africa,M,Surfing,Unprovoked,Y
2011,Mexico,M,Attempting to fix motor,Unprovoked,N
2011,Australia,Unkown,Fishing,Boat,N
2010,USA,M,Body boarding,Unprovoked,N
2010,Fiji,M,Surfing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,Egypt,F,Snorkeling,Unprovoked,Y
2010,Indonesia,M,Surfing,Unprovoked,N
2010,Egypt,M,Snorkeling,Unprovoked,N
2010,Egypt,M,Snorkeling,Unprovoked,N
2010,Egypt,F,Snorkeling,Unprovoked,N
2010,Egypt,F,Snorkeling,Unprovoked,N
2010,Samoa,M,Fishing,Unprovoked,N
2010,Australia,M,Swimming,Invalid,Y
2010,USA,M,Snorkeling,Provoked,N
2010,Dominican Republic,M,Diving,Unprovoked,Y
2010,Indonesia,M,Surfing,Unprovoked,N
2010,Australia,M,Fishing,Boat,N
2010,Australia,F,Snorkeling,Unprovoked,N
2010,Australia,M,Spearfishing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,Azores,M,Fishing,Provoked,N
2010,USA,M,Scuba diving,Unprovoked,N
2010,Australia,M,Kite Surfing,Unprovoked,N
2010,USA,M,Body boarding,Unprovoked,Y
2010,Egypt,F,Snorkeling,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,N
2010,Bahamas,M,Snorkeling,Unprovoked,N
2010,Bahamas,F,Surfing,Unprovoked,N
2010,South Africa,M,Surfing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,South Africa,M,Swimming,Unprovoked,Y
2010,Australia,M,Surfing,Unprovoked,N
2010,USA,M,Swimming,Unprovoked,N
2010,Tonga,M,Swimming /  Whale Watching,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,Solomon Islands,M,,Unprovoked,N
2010,Bahamas,M,Swimming after boat became disabled,Invalid,Y
2010,USA,M,Boogie Boarding,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,Y
2010,USA,M,Kayak Fishing,Unprovoked,N
2010,Australia,F,Fishing,Provoked,N
2010,South Korea,F,Swimming,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,Malta,M,Windsurfing,Unprovoked,N
2010,USA,F,Swimming,Invalid,N
2010,USA,M,Kayaking,Unprovoked,N
2010,USA,F,Standing,Unprovoked,N
2010,USA,M,Standing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,USA,M,Swimming,Unprovoked,N
2010,USA,F,Swimming,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,Spain,M,Swimming,Provoked,N
2010,USA,M,Fishing,Unprovoked,N
2010,USA,M,Fishing,Provoked,N
2010,South Africa,F,Snorkeling,Unprovoked,N
2010,USA,M,Fishing,Provoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,USA,M,Stand-Up Paddleboarding,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,USA,F,Boogie Boarding,Unprovoked,N
2010,USA,F,Swimming,Unprovoked,N
2010,Vietnam,M,Swimming,Unprovoked,N
2010,USA,F,Boogie Boarding,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,USA,M,Fishing,Provoked,N
2010,Vietnam,F,Rescuing,Unprovoked,N
2010,Vietnam,F,Swimming,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,N
2010,Madagascar,M,Scuba diving,Unprovoked,N
2010,USA,F,Wading,Unprovoked,N
2010,USA,M,Measuring sharks,Provoked,N
2010,USA,M,Surfing,Unprovoked,N
2010,South Africa,M,Surfing,Unprovoked,N
2010,Egypt,M,Swimming / treading water,Unprovoked,N
2010,Reunion,M,Surfing,Unprovoked,N
2010,New Zealand,M,Swimming,Unprovoked,N
2010,South Africa,M,Surfing,Unprovoked,N
2010,Fiji,M,Scuba diving,Unprovoked,Y
2010,Australia,F,Snorkeling,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,N
2010,New Zealand,M,Spearfishing,Provoked,N
2010,Australia,M,Body boarding,Unprovoked,N
2010,USA,M,Surf fishing / wading,Provoked,N
2010,Guam,M,Spearfishing (free diving),Invalid,Y
2010,USA,M,Kite Boarding,Unprovoked,Y
2010,New Zealand,F,Boogie Boarding,Provoked,N
2010,Brazil,M,Surfing,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,N
2010,United Arab Emirates (Uae),M,Surfing,Unprovoked,N
2010,Australia,M,Surfing,Unprovoked,N
2010,South Africa,M,Standing,Unprovoked,Y
2010,Australia,F,Snorkeling,Unprovoked,N
2010,Vietnam,F,,Unprovoked,N
2010,Vietnam,M,,Unprovoked,N
2010,Vietnam,M,Bathing,Unprovoked,N
2010,USA,M,Spearfishing,Unprovoked,N
2010,South Africa,M,Surfing,Unprovoked,N
2009,South Africa,M,Wading,Unprovoked,N
2009,Australia,M,Swimming,Provoked,N
2009,Mozambique,M,Swimming,Unprovoked,N
2009,Australia,M,Kayaking,Boat,N
2009,Australia,M,Spearfishing,Unprovoked,N
2009,South Africa,M,Paddling on kneeboard,Unprovoked,Y
2009,South Africa,M,Surfing,Invalid,N
2009,New Zealand,M,Swimming to shore from capsized kayak,Unprovoked,Y
2009,Australia,M,Surfing,Unprovoked,N
2009,Australia,Unkown,Rowing,Boat,N
2009,USA,M,Diving,Provoked,N
2009,USA,M,Surfing,Invalid,N
2009,USA,M,Wading,Unprovoked,N
2009,USA,M,Fishing,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,USA,F,Surfing,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,Australia,M,Kayaking,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,Australia,M,Kayaking,Unprovoked,N
2009,Mozambique,M,Spearfishing,Unprovoked,N
2009,Australia,F,Paddle-boarding,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,Panama,F,Wading,Unprovoked,N
2009,Scotland,M,Diving,Provoked,N
2009,Australia,M,Diving,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,United Kingdom,M,Fishing,Provoked,N
2009,USA,M,Swimming,Unprovoked,N
2009,Vietnam,M,,Unprovoked,N
2009,Somalia,M,Fishing,Provoked,N
2009,Brazil,M,,Provoked,Y
2009,USA,M,Swimming,Invalid,Y
2009,Brazil,M,"Swimming, attempting to rescue a girl  believed to be drowning",Unprovoked,Y
2009,Nevis,M,Swimming,Invalid,Y
2009,Solomon Islands,M,Fishing,Provoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,South Africa,M,Surfing,Unprovoked,Y
2009,USA,F,Swimming,Unprovoked,N
2009,South Africa,M,Body boarding,Unprovoked,N
2009,USA,M,Swimming,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,USA,M,Wade Fishing,Unprovoked,N
2009,Bahamas,M,Spearfishing,Unprovoked,N
2009,Australia,M,Surfing,Unprovoked,N
2009,Vietnam,F,Swimming,Unprovoked,N
2009,Kenya,M,Washing his feet,Unprovoked,Y
2009,USA,F,Wading,Unprovoked,N
2009,Spain,F,Swimming,Invalid,N
2009,USA,F,Swimming,Unprovoked,N
2009,USA,F,Swimming,Unprovoked,N
2009,Vietnam,M,Swimming,Unprovoked,N
2009,Bahamas,M,Spearfishing,Provoked,N
2009,USA,M,Paddle-surfing,Unprovoked,N
2009,South Africa,M,Surfing,Unprovoked,N
2009,USA,F,Boogie Boarding,Unprovoked,N
2009,USA,F,Swimming,Provoked,N
2009,Australia,M,Surfing,Unprovoked,N
2009,USA,M,Surfing,Invalid,N
2009,USA,M,Crawling,Invalid,N
2009,Vietnam,M,Fishing for sharks,Provoked,N
2009,Egypt,M,Scuba diving,Unprovoked,N
2009,Egypt,M,Scuba diving,Unprovoked,N
2009,Egypt,F,Snorkeling,Unprovoked,Y
2009,Taiwan,M,Fishing,Provoked,N
2009,USA,M,Swimming,Provoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,Guam,M,Spearfishing,Provoked,N
2009,Bahamas,M,Spearfishing,Provoked,N
2009,USA,F,,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,Philippines,M,Swimming,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,Australia,M,Surf skiing ,Unprovoked,N
2009,USA,M,Surfing,Unprovoked,N
2009,USA,M,Spearfishing,Invalid,N
2009,South Africa,M,Swimming,Invalid,Y
2009,USA,M,Spearfishing,Unprovoked,N
2009,USA,M,Wading,Unprovoked,N
2009,South Africa,M,Fishing ,Provoked,N
2009,South Africa,M,Surfing,Unprovoked,Y
2009,Australia,M,Surfing,Unprovoked,N
2009,Australia,M,Surfing,Unprovoked,N
2009,Australia,F,Surfing,Unprovoked,N
2009,USA,F,Surfing,Unprovoked,N
2009,Malaysia,F,Feeding fish,Unprovoked,N
2009,USA,M,Swimming,Unprovoked,N
2009,Australia,M,Wading,Provoked,N
2009,New Caledonia,M,Surfing,Unprovoked,Y
2009,South Africa,M,Fishing,Provoked,N
2009,New Zealand,M,Fishing,Boat,N
2009,Australia,M,Surfing,Unprovoked,N
2009,Australia,M,Fishing,Unprovoked,N
2009,Australia,M,Surfing,Unprovoked,N
2009,Australia,M,Surfing,Unprovoked,N
2009,Australia,M,"Diving, but on the surface when bitten by the shark",Unprovoked,N
2009,USA,M,Air Disaster,Sea Disaster,Y
2009,Australia,M,Surfing,Unprovoked,N
2009,Australia,M,Surfing,Unprovoked,N
2009,Azores,M,Fishing,Provoked,N
2009,Brazil,M,,Invalid,Y
2009,Cuba,M,Spearfishing,Unprovoked,N
2009,New Zealand,Unkown,Fishing,Boat,N
2009,Australia,M,Swimming,Unprovoked,N
2009,South Africa,M,Swimming,Unprovoked,Y
2009,Brazil,M,Swimming,Invalid,Y
2009,Australia,M,Fishing,Boat,N
2009,New Zealand,M,Surfing,Unprovoked,N
2009,South Africa,Unkown,,Unprovoked,Y
2009,Australia,M,Snorkeling,Unprovoked,N
2009,Australia,F,Surfing,Unprovoked,N
2009,Australia,M,Surfing,Unprovoked,N
2009,New Zealand,Unkown,Fishing,Boat,N
2009,Ecuador,M,Surfing,Unprovoked,N
2009,New Zealand,M,Swimming,Unprovoked,N
2009,Cuba,Unkown,Spearfishing,Unprovoked,N
2008,Australia,Unkown,Crabbing,Invalid,N
2008,Australia,Unkown,Yacht race,Boat,N
2008,Australia,M,Boogie Boarding,Unprovoked,N
2008,Australia,M,Kayaking,Unprovoked,N
2008,Australia,M,Snorkeling,Unprovoked,Y
2008,USA,M,Kayaking,Unprovoked,N
2008,New Zealand,M,Fishing,Unprovoked,N
2008,South Africa,M,Fishing,Provoked,N
2008,Australia,Unkown,Fishing,Boat,N
2008,Mozambique,M,Spearfishing,Unprovoked,Y
2008,Egypt,F,Scuba diving,Unprovoked,N
2008,Philippines,M,Sinking of the cargo ship Mark Jason,Sea Disaster,N
2008,Ecuador,F,,Unprovoked,N
2008,Australia,M,Fishing,Boat,N
2008,Taiwan,M,Fishing boat swamped in storm,Sea Disaster,Y
2008,Philippines,M,Fishing,Unprovoked,Y
2008,Australia,M,Scuba diving,Provoked,N
2008,New Caledonia,M,Spearfishing,Unprovoked,N
2008,Australia,M,Fishing,Provoked,N
2008,Australia,M,Surfing,Unprovoked,N
2008,USA,M,Fishing,Unprovoked,N
2008,Croatia,M,Spearfishing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,Australia,M,Swimming,Provoked,N
2008,USA,M,Swimming,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,Australia,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,Australia,M,Surfing,Unprovoked,N
2008,USA,M,Swimming,Invalid,Y
2008,England,M,Fishing,Provoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,"Swimming, towing surfboard",Unprovoked,N
2008,USA,F,Surfing,Invalid,N
2008,USA,M,Swimming,Unprovoked,N
2008,USA,M,,Invalid,N
2008,USA,F,Treading water,Unprovoked,N
2008,USA,F,Wading,Unprovoked,N
2008,USA,M,Diving,Unprovoked,N
2008,Australia,M,Surfing,Unprovoked,N
2008,South Africa,M,,Unprovoked,N
2008,Panama,M,Swimming or surfing,Unprovoked,N
2008,Mexico,M,Swimming,Unprovoked,N
2008,USA,M,Swimming,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,F,Snorkeling,Unprovoked,N
2008,USA,M,Wading,Unprovoked,N
2008,USA,F,Wading,Unprovoked,N
2008,USA,M,Surfing,Provoked,N
2008,USA,M,Wading,Unprovoked,N
2008,Egypt,M,Diving,Unprovoked,N
2008,USA,M,Body surfing,Invalid,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,F,Swimming,Unprovoked,N
2008,USA,F,,Unprovoked,N
2008,United Kingdom,M,Rowing an inflatable dinghy,Boat,N
2008,USA,M,Wading,Invalid,Y
2008,Bahamas,M,Spearfishing,Unprovoked,N
2008,South Africa,M,Surf skiing ,Unprovoked,N
2008,South Africa,M,Spearfishing (free diving),Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Swimming,Unprovoked,N
2008,Brazil,M,Surfing,Unprovoked,N
2008,USA,F,Kayaking,Unprovoked,N
2008,USA,F,Wading,Unprovoked,N
2008,Brazil,M,Surfing,Unprovoked,N
2008,USA,M,Body surfing,Unprovoked,N
2008,Scotland,Unkown,Fishing,Boat,N
2008,USA,F,Body surfing,Unprovoked,N
2008,Brazil,M,Swimming,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,Bahamas,M,Sea Disaster,Sea Disaster,N
2008,Mexico,M,Surfing,Unprovoked,N
2008,Mexico,M,Surfing,Unprovoked,Y
2008,Fiji,M,Night diving,Unprovoked,Y
2008,Australia,M,Swimming,Unprovoked,N
2008,New Caledonia,M,Fishing,Unprovoked,N
2008,USA,M,Wading,Unprovoked,N
2008,South Africa,M,Fishing,Provoked,N
2008,Mexico,M,Surfing,Unprovoked,Y
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,New Caledonia,M,Swimming,Unprovoked,N
2008,USA,M,Surfing,Provoked,N
2008,USA,M,Swimming,Unprovoked,Y
2008,USA,M,Surfing,Unprovoked,N
2008,Australia,M,,Unprovoked,UNKNOWN
2008,South Africa,M,Free-diving,Invalid,N
2008,Mexico,M,Swimming,Invalid,Y
2008,Australia,M,Surfing,Invalid,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Boogie Boarding,Unprovoked,N
2008,Fiji,M,Spearfishing,Unprovoked,N
2008,USA,Unkown,Surfing,Unprovoked,N
2008,Australia,M,Body boarding,Unprovoked,Y
2008,USA,M,Walking out of the water after surfing,Unprovoked,N
2008,South Africa,M,Fishing from surfski,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Wading,Unprovoked,N
2008,USA,M,Walking out of the water after surfing,Unprovoked,N
2008,USA,M,Wading,Unprovoked,N
2008,USA,M,Jet skiing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,Bahamas,M,Diving,Unprovoked,Y
2008,French Polynesia,M,Spearfishing,Unprovoked,N
2008,USA,M,Surfing,Unprovoked,N
2008,Australia,F,Surfing,Unprovoked,N
2008,USA,M,Surf-skiing,Unprovoked,N
2008,South Africa,M,Surf-skiing,Unprovoked,N
2008,Australia,M,Accidentally stood on hooked shark's tail before attempting to gut it ,Provoked,N
2008,New Zealand,M,Wading,Invalid,N
2008,New Zealand,Unkown,Attempting to chase shark out to sea,Boat,N
2008,USA,M,Surfing,Unprovoked,N
2008,USA,M,Fishing for snapper,Provoked,N
2008,Mexico,M,Surfing,Unprovoked,N
2007,Ecuador,M,Surfing,Unprovoked,N
2007,British Virgin Islands,M,Scuba diving,Invalid,Y
2007,Australia,M,Surfing,Unprovoked,N
2007,Australia,M,Swimming,Unprovoked,N
2007,Australia,M,Swimming,Invalid,N
2007,USA,M,Surfing,Unprovoked,N
2007,New Zealand,F,Surfing,Unprovoked,N
2007,Brazil,M,Removing fish from a trap,Unprovoked,N
2007,Australia,M,Fishing,Provoked,N
2007,Australia,M,Surfing,Unprovoked,N
2007,South Africa,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,South Africa,M,Surfing,Unprovoked,N
2007,Mexico,M,Shark diving,Invalid,N
2007,USA,M,Floating,Unprovoked,N
2007,Australia,F,Surf-skiing,Unprovoked,N
2007,Australia,M,Spearfishing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,Philippines,M,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",Sea Disaster,Y
2007,New Caledonia,F,Swimming,Unprovoked,Y
2007,Bahamas,F,Spearfishing,Unprovoked,N
2007,USA,F,Surfing,Unprovoked,N
2007,Egypt,F,Swimming,Unprovoked,N
2007,USA,F,Scuba diving,Invalid,Y
2007,USA,F,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,Solomon Islands,M,Spearfishing,Unprovoked,N
2007,USA,M,Wading?,Unprovoked,N
2007,USA,F,Surfing,Unprovoked,N
2007,USA,M,Snorkeling,Unprovoked,N
2007,USA,F,Wading,Unprovoked,N
2007,USA,F,Wading,Unprovoked,N
2007,USA,M,Standing,Unprovoked,N
2007,USA,F,Jumping,Unprovoked,N
2007,USA,M,Swimming,Unprovoked,N
2007,USA,M,Body boarding,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Diving,Provoked,N
2007,USA,M,Fishing,Provoked,N
2007,USA,M,Swimming,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Playing,Unprovoked,N
2007,USA,M,Floating near boat & observing bioluminesce,Unprovoked,N
2007,USA,F,Swimming,Unprovoked,N
2007,USA,M,Walking out of the water after surfing,Unprovoked,N
2007,USA,M,Swimming,Unprovoked,N
2007,USA,M,Boogie Boarding,Unprovoked,N
2007,USA,F,Jumped into the water,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surf paddling,Unprovoked,N
2007,USA,M,Kayak Fishing,Boat,N
2007,USA,M,Snorkeling,Unprovoked,N
2007,Australia,M,Wading,Unprovoked,N
2007,USA,M,Swimming,Unprovoked,N
2007,Norway,M,Scuba diving,Provoked,N
2007,USA,F,Swimming,Invalid,N
2007,USA,F,Wading,Unprovoked,N
2007,Bahamas,F,Spearfishing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,Reunion,M,Body boarding,Unprovoked,N
2007,Senegal,Unkown,Murder,Invalid,UNKNOWN
2007,USA,M,Removing hook from shark,Provoked,N
2007,USA,F,Swimming,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,F,Surfing,Invalid,N
2007,USA,F,Swimming,Unprovoked,N
2007,Australia,M,Surfing,Unprovoked,N
2007,USA,F,Wading,Unprovoked,N
2007,USA,F,Reviving a sedated shark,Provoked,N
2007,England,M,Fishing,Provoked,N
2007,Australia,F,Wading,Unprovoked,N
2007,Australia,M,Surfing,Unprovoked,N
2007,USA,F,Surfing,Unprovoked,N
2007,Seychelles,M,Snorkeling,Unprovoked,N
2007,Australia,M,Swimming,Invalid,Y
2007,USA,F,Snorkeling,Unprovoked,N
2007,USA,M,Swimming,Unprovoked,N
2007,Turks & Caicos,Unkown,Sea Disaster,Sea Disaster,Y
2007,Bahamas,F,Shark tagging,Provoked,N
2007,Australia,F,Swimming / jumping off a jetty,Unprovoked,N
2007,USA,M,Body boarding,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,Unkown,Fishing,Boat,N
2007,New Caledonia,M,Surfing,Unprovoked,N
2007,USA,M,Playing on a sandbar,Unprovoked,N
2007,USA,M,Surfing,Unprovoked,N
2007,USA,M,,Unprovoked,N
2007,Yemen,Unkown,Murder,Unprovoked,Y
2007,USA,M,Surfing,Unprovoked,N
